(
    ( 975.00  0.11160) 
    ( 979.76  0.11160)
    ( 984.53  0.11160)
    ( 989.30  0.11160)
    ( 994.07  0.11160)
    ( 998.83  0.11160)
    (1003.60  0.11160)
    (1008.37  0.11160)
    (1013.14  0.11160)
    (1017.90  0.11160)
    (1022.67  0.11160)
    (1027.44  0.11160)
    (1032.21  0.11160)
    (1036.97  0.11160)
    (1041.74  0.11160)
    (1046.51  0.11160)
    (1051.28  0.11160)
    (1056.05  0.11160)
    (1060.81  0.11160)
    (1065.58  0.11160)
    (1070.35  0.11160)
    (1075.12  0.11160)
    (1079.88  0.11160)
    (1084.65  0.11160)
    (1089.42  0.11160)
    (1094.19  0.11160)
    (1098.95  0.11160)
    (1103.72  0.11160)
    (1108.49  0.11160)
    (1113.26  0.11160)
    (1118.03  0.11160)
    (1122.79  0.11160)
    (1127.56  0.11160)
    (1132.33  0.11160)
    (1137.10  0.11160)
    (1141.86  0.11160)
    (1146.63  0.11160)
    (1151.40  0.11160)
    (1156.17  0.11160)
    (1160.93  0.11160)
    (1165.70  0.11160)
    (1170.47  0.11160)
    (1175.24  0.11160)
    (1180.01  0.11160)
    (1184.77  0.11160)
    (1189.54  0.11160)
    (1194.31  0.11160)
    (1199.08  0.11160)
    (1203.84  0.11160)
    (1208.61  0.11160)
    (1213.38  0.11160)
    (1218.15  0.11160)
    (1222.91  0.11160)
    (1227.68  0.11160)
    (1232.45  0.11160)
    (1237.22  0.11160)
    (1241.98  0.11160)
    (1246.75  0.11160)
    (1251.52  0.11160)
    (1256.29  0.11160)
    (1261.06  0.11160)
    (1265.82  0.11160)
    (1270.59  0.11160)
    (1275.36  0.11160)
    (1280.13  0.11160)
    (1284.89  0.11160)
    (1289.66  0.11160)
    (1294.43  0.11160)
    (1299.20  0.11160)
    (1303.96  0.11160)
    (1308.73  0.11160)
    (1313.50  0.11160)
    (1318.27  0.11160)
    (1323.04  0.11160)
    (1327.80  0.11160)
    (1332.57  0.11160)
    (1337.34  0.11160)
    (1342.11  0.11160)
    (1346.87  0.11159)
    (1351.64  0.11159)
    (1356.41  0.11159)
    (1361.18  0.11159)
    (1365.94  0.11159)
    (1370.71  0.11159)
    (1375.48  0.11159)
    (1380.25  0.11159)
    (1385.02  0.11159)
    (1389.78  0.11159)
    (1394.55  0.11159)
    (1399.32  0.11159)
    (1404.09  0.11159)
    (1408.85  0.11159)
    (1413.62  0.11159)
    (1418.39  0.11159)
    (1423.16  0.11159)
    (1427.92  0.11159)
    (1432.69  0.11159)
    (1437.46  0.11158)
    (1442.23  0.11158)
    (1447.00  0.11158)
)
