(
    ( 975.00  0.13087) 
    ( 979.76  0.13087)
    ( 984.53  0.13087)
    ( 989.30  0.13087)
    ( 994.07  0.13087)
    ( 998.83  0.13087)
    (1003.60  0.13087)
    (1008.37  0.13087)
    (1013.14  0.13087)
    (1017.90  0.13087)
    (1022.67  0.13087)
    (1027.44  0.13087)
    (1032.21  0.13087)
    (1036.97  0.13087)
    (1041.74  0.13087)
    (1046.51  0.13087)
    (1051.28  0.13087)
    (1056.05  0.13087)
    (1060.81  0.13087)
    (1065.58  0.13087)
    (1070.35  0.13087)
    (1075.12  0.13087)
    (1079.88  0.13087)
    (1084.65  0.13087)
    (1089.42  0.13087)
    (1094.19  0.13087)
    (1098.95  0.13087)
    (1103.72  0.13087)
    (1108.49  0.13087)
    (1113.26  0.13087)
    (1118.03  0.13087)
    (1122.79  0.13087)
    (1127.56  0.13087)
    (1132.33  0.13087)
    (1137.10  0.13087)
    (1141.86  0.13087)
    (1146.63  0.13087)
    (1151.40  0.13087)
    (1156.17  0.13087)
    (1160.93  0.13087)
    (1165.70  0.13087)
    (1170.47  0.13087)
    (1175.24  0.13087)
    (1180.01  0.13087)
    (1184.77  0.13087)
    (1189.54  0.13087)
    (1194.31  0.13087)
    (1199.08  0.13087)
    (1203.84  0.13087)
    (1208.61  0.13087)
    (1213.38  0.13087)
    (1218.15  0.13087)
    (1222.91  0.13087)
    (1227.68  0.13087)
    (1232.45  0.13087)
    (1237.22  0.13087)
    (1241.98  0.13087)
    (1246.75  0.13087)
    (1251.52  0.13087)
    (1256.29  0.13087)
    (1261.06  0.13087)
    (1265.82  0.13087)
    (1270.59  0.13087)
    (1275.36  0.13087)
    (1280.13  0.13087)
    (1284.89  0.13087)
    (1289.66  0.13087)
    (1294.43  0.13087)
    (1299.20  0.13087)
    (1303.96  0.13087)
    (1308.73  0.13087)
    (1313.50  0.13087)
    (1318.27  0.13087)
    (1323.04  0.13087)
    (1327.80  0.13087)
    (1332.57  0.13087)
    (1337.34  0.13087)
    (1342.11  0.13087)
    (1346.87  0.13087)
    (1351.64  0.13087)
    (1356.41  0.13087)
    (1361.18  0.13087)
    (1365.94  0.13087)
    (1370.71  0.13087)
    (1375.48  0.13087)
    (1380.25  0.13087)
    (1385.02  0.13087)
    (1389.78  0.13087)
    (1394.55  0.13086)
    (1399.32  0.13086)
    (1404.09  0.13086)
    (1408.85  0.13086)
    (1413.62  0.13086)
    (1418.39  0.13086)
    (1423.16  0.13086)
    (1427.92  0.13086)
    (1432.69  0.13086)
    (1437.46  0.13086)
    (1442.23  0.13086)
    (1447.00  0.13086)
)
